Actual,Predicted
40.0,40.0
165.0,165.0
55.0,55.0
210.0,210.0
120.0,120.0
200.0,200.0
140.0,140.0
21.97,21.96999999999999
135.0,135.0
125.0,125.0
75.0,75.0
85.0,85.0
110.0,110.0
27.0,27.0
165.0,165.0
95.0,95.0
170.0,170.0
60.0,60.0
106.97,106.9700000000004
75.0,75.0
60.97,60.97000000000002
80.0,80.0
140.99,140.98999999999984
85.0,85.0
32.97,32.96999999999994
190.0,190.0
32.0,32.0
75.0,75.0
75.0,75.0
115.0,115.0
130.0,130.0
80.0,80.0
58.0,58.0
35.0,35.0
60.97,60.97000000000002
190.0,190.0
1099.0,1069.36
60.0,60.0
100.0,100.0
75.0,75.0
30.0,30.0
170.0,170.0
17.97,17.970000000000024
135.0,135.0
130.0,130.0
58.97,58.9700000000001
85.0,85.0
235.0,235.0
35.0,35.0
51.97,51.969999999999985
89.97,89.97
140.0,140.0
45.0,45.0
90.0,90.0
55.0,55.0
180.0,180.0
100.0,100.0
80.0,80.0
140.0,140.0
160.0,160.0
28.97,28.969999999999956
130.0,130.0
130.0,130.0
155.0,155.0
100.0,100.0
30.0,30.0
68.0,68.0
80.0,80.0
40.0,40.0
115.0,115.0
17.97,17.970000000000024
120.99,120.99000000000038
175.0,175.0
225.0,225.0
45.0,45.0
60.0,60.0
157.99,157.9899999999998
140.0,140.0
100.0,100.0
210.0,210.0
103.97,103.76999999999992
80.0,80.0
80.0,80.0
95.0,95.0
200.0,200.0
125.0,125.0
58.97,58.97000000000002
45.0,45.0
270.0,270.0
61.97,61.97000000000003
127.0,127.0
310.0,310.0
145.0,145.0
76.97,76.97000000000007
190.0,190.0
120.0,120.0
160.0,160.0
64.0,64.0
90.0,90.0
17.97,17.970000000000024
260.0,260.0
150.99,150.9899999999998
105.0,105.0
47.97,47.96999999999996
65.0,65.0
100.0,100.0
45.0,45.0
31.97,31.969999999999896
165.0,165.0
45.0,45.0
49.97,49.96999999999997
100.0,100.0
37.0,37.0
130.0,130.0
37.97,37.969999999999885
30.0,30.0
155.0,155.0
106.97,106.9700000000004
45.97,45.96999999999994
120.99,120.98999999999982
56.97,56.970000000000006
100.0,100.0
140.0,140.0
185.0,185.0
95.0,95.0
80.0,80.0
100.0,100.0
100.0,100.0
45.0,45.0
55.0,55.0
45.0,45.0
245.0,245.0
155.0,155.0
130.0,130.0
120.0,120.0
65.97,65.97000000000001
115.0,115.0
145.0,145.0
52.5,52.5
75.0,75.0
74.97,74.97000000000006
165.0,165.0
38.0,38.0
125.0,125.0
260.0,260.0
100.0,100.0
95.0,95.0
83.97,83.97000000000007
210.0,210.0
225.0,225.0
120.0,120.0
180.0,180.0
210.0,210.0
95.0,95.0
375.0,375.0
165.0,165.0
55.0,55.0
100.0,100.0
85.0,85.0
44.97,44.96999999999991
175.0,175.0
104.97,104.96999999999993
68.0,68.0
75.0,75.0
37.97,37.969999999999885
150.0,150.0
49.97,49.96999999999997
20.97,20.970000000000017
50.0,50.0
85.0,85.0
35.0,35.0
101.97,101.97999999999995
45.0,45.0
135.0,135.0
175.0,175.0
190.0,190.0
60.97,60.97000000000002
30.97,30.96999999999995
88.0,88.0
150.0,150.0
75.0,75.0
80.0,80.0
123.97,123.96999999999984
32.0,32.0
96.97,96.96999999999997
130.97,130.9699999999998
120.0,120.0
150.0,150.0
36.97,36.96999999999992
210.0,210.0
170.0,170.0
72.97,72.97000000000004
110.0,110.0
95.0,95.0
90.0,90.0
188.99,188.99000000000012
160.0,160.0
95.0,95.0
128.0,128.0
48.97,48.96999999999994
64.0,64.0
115.0,115.0
85.0,85.0
44.97,44.96999999999991
225.0,225.0
145.0,145.0
85.97,85.97000000000007
140.0,140.0
164.99,164.98999999999992
68.0,68.0
175.0,175.0
200.0,200.0
151.97,151.96999999999974
125.0,125.0
24.97,24.969999999999974
55.97,55.97
128.0,128.0
55.0,55.0
225.0,225.0
395.0,394.95
180.0,180.0
45.0,45.0
260.0,260.0
170.0,170.0
65.0,65.0
155.0,155.0
89.97,89.97
90.0,90.0
160.0,160.0
190.0,190.0
75.0,75.0
42.0,42.0
36.0,36.0
130.0,130.0
120.99,120.99000000000038
160.0,160.0
80.0,80.0
70.0,70.0
106.97,106.9700000000004
100.0,100.0
45.0,45.0
85.0,85.0
45.0,45.0
195.0,195.0
45.0,45.0
135.0,135.0
58.97,58.9700000000001
135.0,135.0
80.0,80.0
58.97,58.9700000000001
100.0,100.0
340.0,340.0
165.0,165.0
35.97,35.96999999999991
110.0,110.0
80.0,80.0
60.0,60.0
45.0,45.0
165.0,165.0
70.0,70.0
47.0,47.0
21.97,21.969999999999995
164.99,164.98999999999992
75.0,75.0
42.0,42.0
17.97,17.970000000000024
120.0,120.0
135.0,135.0
28.97,28.969999999999956
170.0,170.0
125.0,125.0
420.0,420.0
185.0,185.0
31.97,31.9699999999999
58.0,58.0
45.0,45.0
115.0,115.0
133.99,133.98999999999998
145.0,145.0
133.99,133.98999999999998
54.97,54.97
48.97,48.96999999999994
32.0,32.0
45.0,45.0
80.0,80.0
95.0,95.0
30.0,30.0
44.97,44.969999999999935
140.0,140.0
160.0,160.0
140.0,140.0
60.0,60.0
100.0,100.0
106.97,106.9700000000004
35.0,35.0
145.0,145.0
150.0,150.0
32.0,32.0
126.99,126.9899999999998
37.97,37.969999999999885
135.0,135.0
40.0,40.0
105.0,105.0
245.0,245.0
41.0,41.0
90.0,90.0
85.0,85.0
78.97,78.97000000000007
70.0,70.0
40.0,40.0
200.0,200.0
30.0,30.0
93.97,93.96999999999998
45.0,45.0
48.0,48.0
30.0,30.0
41.97,41.96999999999989
38.0,38.0
85.0,85.0
85.0,85.0
125.0,125.0
40.0,40.0
69.97,69.97000000000003
170.0,170.0
85.0,85.0
35.0,35.0
90.0,90.0
45.0,45.0
75.0,75.0
88.97,88.97000000000001
65.0,65.0
130.0,130.0
42.0,42.0
150.0,150.0
29.97,29.959999999999955
95.0,95.0
100.0,100.0
135.0,135.0
160.0,160.0
90.97,91.00000000000001
165.0,165.0
55.97,55.97
35.0,35.0
35.0,35.0
108.97,108.96999999999989
45.0,45.0
25.97,25.969999999999963
60.0,60.0
62.0,62.0
85.0,85.0
28.97,28.969999999999956
175.0,175.0
120.0,120.0
80.0,80.0
137.97,137.96999999999977
60.0,60.0
35.97,35.96999999999991
75.0,75.0
160.0,160.0
50.0,50.0
95.0,95.0
200.0,200.0
28.97,28.96999999999996
35.0,35.0
40.0,40.0
115.0,115.0
95.0,95.0
175.0,175.0
55.0,55.0
27.97,27.979999999999965
135.0,135.0
33.97,33.90999999999994
80.0,80.0
44.97,44.96999999999991
160.0,160.0
180.0,180.0
85.0,85.0
160.0,160.0
61.97,61.97000000000003
180.0,180.0
38.0,38.0
115.0,115.0
24.0,24.0
85.97,85.97000000000007
120.99,120.99000000000038
85.0,85.0
90.0,90.0
210.0,210.0
28.0,28.0
105.0,105.0
175.0,175.0
75.0,75.0
395.0,395.0
260.0,260.0
85.97,85.97000000000007
89.97,89.94000000000001
60.0,60.0
95.0,95.0
175.0,175.0
142.97,142.96999999999977
85.0,85.0
70.0,70.0
385.0,385.0
24.97,25.09999999999998
60.97,60.97000000000002
140.0,140.0
95.0,95.0
340.0,340.0
105.0,105.0
125.0,125.0
38.0,38.0
130.0,130.0
42.0,42.0
90.0,90.0
31.97,31.969999999999946
95.0,95.0
72.0,72.0
135.0,135.0
115.0,115.0
165.0,165.0
150.0,150.0
75.0,75.0
95.0,95.0
45.0,45.0
106.97,106.9700000000004
15.97,15.710000000000022
150.0,150.0
45.0,45.0
180.0,180.0
62.0,62.0
330.0,330.0
100.0,100.0
80.0,80.0
24.97,24.969999999999967
80.0,80.0
69.97,69.97000000000006
19.97,19.970000000000024
120.99,120.99000000000038
25.97,25.969999999999963
235.0,235.0
37.97,37.969999999999885
48.0,48.0
24.5,24.5
80.0,80.0
65.0,65.0
40.0,40.0
85.0,85.0
58.0,58.0
175.0,175.0
90.0,90.0
110.0,110.0
55.0,55.0
375.0,375.0
155.0,155.0
35.97,35.96999999999991
190.0,190.0
180.0,180.0
125.0,125.0
180.0,180.0
170.0,170.0
90.0,90.0
175.0,175.0
150.0,150.0
45.0,45.0
86.97,86.97000000000004
225.0,225.0
115.0,115.0
165.0,165.0
135.0,135.0
115.0,115.0
45.0,45.0
105.0,105.0
24.97,24.969999999999967
130.97,130.9699999999998
135.0,135.0
24.5,24.4947
175.0,175.0
64.0,64.0
135.0,135.0
100.0,100.0
28.0,28.0
180.0,180.0
155.0,155.0
42.0,42.0
30.0,30.0
210.0,210.0
89.97,89.97
45.0,45.0
48.97,48.969999999999935
78.97,78.97000000000007
85.97,85.97000000000007
48.97,48.969999999999935
80.0,80.0
54.97,54.97
40.0,40.0
35.97,35.96999999999991
120.0,120.0
70.0,70.0
140.0,140.0
115.0,115.0
175.0,175.0
38.0,38.0
80.0,80.0
100.0,100.0
100.0,100.0
68.0,68.0
95.0,95.0
395.0,394.95
40.0,40.0
145.0,145.0
78.97,78.97000000000007
95.0,95.0
51.97,51.969999999999985
130.0,130.0
54.0,54.0
80.0,80.0
31.97,31.969999999999896
180.0,180.0
133.99,133.98999999999998
72.97,72.97000000000004
170.0,170.0
52.97,52.96999999999999
100.0,100.0
100.0,100.0
100.0,100.0
48.0,48.0
260.0,260.0
40.0,40.0
175.0,175.0
40.0,40.0
40.0,40.0
160.0,160.0
85.0,85.0
150.0,150.0
135.0,135.0
140.0,140.0
245.0,245.0
125.0,125.0
200.0,200.0
48.0,48.0
147.99,147.9899999999999
80.0,80.0
65.0,65.0
105.0,105.0
29.97,29.969999999999956
58.97,58.9700000000001
175.0,175.0
30.0,30.0
150.0,150.0
47.0,47.0
40.0,40.0
135.0,135.0
200.0,200.0
50.0,50.0
42.0,42.0
171.99,171.9899999999999
160.0,160.0
47.5,47.5
105.0,105.0
30.0,30.0
75.0,75.0
35.0,35.0
62.97,62.970000000000006
42.0,42.0
135.0,135.0
30.97,30.96999999999995
95.0,95.0
55.0,55.0
55.0,55.0
80.0,80.0
205.0,205.0
200.0,200.0
40.0,40.0
37.0,37.0
120.0,120.0
210.0,210.0
40.0,40.0
85.0,85.0
105.0,105.0
250.0,250.0
115.0,115.0
85.0,85.0
210.0,210.0
105.0,105.0
175.0,175.0
74.97,74.97000000000006
70.0,70.0
45.0,45.0
69.97,69.97000000000003
47.0,47.0
75.0,75.0
100.0,100.0
285.0,285.0
235.0,235.0
130.0,130.0
70.0,70.0
100.0,100.0
85.97,85.97000000000007
65.0,65.0
120.99,120.99000000000038
110.0,110.0
130.0,130.0
95.0,95.0
74.97,74.97000000000006
56.97,56.970000000000006
75.97,75.97000000000007
90.0,90.0
115.0,115.0
145.0,145.0
35.0,35.0
90.0,90.0
165.0,165.0
75.0,75.0
225.0,225.0
51.97,51.98029999999998
108.0,108.0
210.0,210.0
73.97,73.97000000000007
115.0,115.0
40.0,40.0
65.0,65.0
60.0,60.0
19.97,19.970000000000024
60.0,60.0
120.0,120.0
130.0,130.0
24.97,24.969999999999967
150.99,150.9899999999998
58.97,58.9700000000001
170.0,170.0
85.0,85.0
270.0,270.0
165.0,165.0
175.0,175.0
25.97,25.969999999999963
45.0,45.0
55.0,55.0
120.0,120.0
40.0,40.0
120.99,120.98999999999982
47.97,47.96999999999996
55.0,55.0
35.0,35.0
175.0,175.0
190.0,190.0
31.97,31.969999999999896
125.0,125.0
116.97,116.96999999999986
245.0,245.0
38.0,38.0
140.0,140.0
280.0,280.0
125.0,125.0
22.97,22.97
260.0,260.0
75.0,75.0
165.0,165.0
140.0,140.0
175.0,175.0
54.0,54.0
80.0,80.0
90.0,90.0
132.0,132.0
130.0,130.0
125.0,125.0
80.0,80.0
155.0,155.0
41.97,41.96999999999989
70.0,70.0
120.99,120.99000000000038
165.0,165.0
70.0,70.0
85.0,85.0
19.97,19.960000000000022
65.0,65.0
125.0,125.0
50.0,50.0
80.0,80.0
75.0,75.0
20.0,20.0
85.97,85.97000000000007
64.0,64.0
488.97,488.97000000000065
155.0,155.0
115.0,115.0
120.0,120.0
51.97,51.969999999999985
40.0,40.0
80.0,80.0
135.0,135.0
70.0,70.0
70.0,70.0
50.0,50.0
36.97,36.96999999999992
77.0,77.0
120.0,120.0
93.97,93.96999999999998
95.0,95.0
175.0,175.0
65.0,65.0
80.0,80.0
225.0,225.0
150.0,150.0
190.0,190.0
105.0,105.0
75.0,75.0
190.0,190.0
90.0,90.0
155.0,155.0
47.0,47.0
145.0,145.0
60.0,60.0
55.97,55.97
95.0,95.0
115.0,115.0
17.97,17.970000000000024
78.0,78.0
44.97,44.96999999999992
85.0,85.0
150.0,150.0
62.0,62.0
85.0,85.0
70.0,70.0
69.97,69.97000000000003
38.0,38.0
175.0,175.0
190.0,190.0
68.0,68.0
150.0,150.0
80.0,80.0
125.0,125.0
28.97,28.969999999999956
85.0,85.0
90.97,90.97000000000001
96.97,96.90999999999997
53.0,53.0
85.0,85.0
28.97,28.969999999999946
100.0,100.0
78.97,78.97000000000007
95.0,95.0
165.0,165.0
50.0,50.0
160.97,160.96999999999971
65.97,65.97000000000001
110.0,110.0
120.99,120.99000000000038
195.0,195.0
160.0,160.0
55.0,55.0
112.0,112.0
150.0,150.0
90.0,90.0
40.0,40.0
200.0,200.0
130.0,130.0
120.99,120.99000000000038
120.0,120.0
210.0,210.0
37.97,37.969999999999885
32.97,32.96999999999994
100.0,100.0
305.0,305.0
50.0,50.0
90.0,90.0
27.0,27.0
44.97,44.96999999999991
85.0,85.0
235.0,235.0
110.0,110.0
95.0,95.0
80.0,80.0
80.0,80.0
65.0,65.0
68.0,68.0
45.0,45.0
170.0,170.0
285.0,285.0
210.0,210.0
80.0,80.0
135.0,135.0
170.0,170.0
65.0,65.0
125.0,125.0
130.0,130.0
165.0,165.0
230.0,230.0
35.0,35.0
75.0,75.0
55.97,55.97
45.0,45.0
145.0,145.0
50.0,50.0
80.0,80.0
45.0,45.0
120.0,120.0
45.0,45.0
44.0,44.0
85.0,85.0
45.0,45.0
120.0,120.0
62.97,62.970000000000006
46.97,46.92999999999996
140.0,140.0
31.97,31.9699999999999
225.0,225.0
105.0,105.0
55.0,55.0
50.0,50.0
100.0,100.0
85.97,85.97000000000007
130.0,130.0
65.0,65.0
45.97,45.96999999999994
42.0,42.0
85.97,85.97000000000007
54.0,54.0
85.0,85.0
95.0,95.0
64.0,64.0
140.0,140.0
30.0,30.0
73.97,73.97000000000007
80.0,80.0
115.0,115.0
100.0,100.0
32.0,32.0
460.0,471.85
64.0,64.0
75.0,75.0
210.0,210.0
36.0,36.0
75.0,75.0
31.97,31.9699999999999
105.0,105.0
175.0,175.0
137.97,137.96999999999977
125.0,125.0
135.0,135.0
112.0,112.0
100.0,100.0
80.0,80.0
130.0,130.0
115.0,115.0
100.0,100.0
157.99,157.9899999999998
90.0,90.0
64.0,64.0
115.0,115.0
152.97,152.96999999999974
90.0,90.0
235.0,235.0
100.0,100.0
225.0,225.0
48.0,48.0
40.0,40.0
160.0,160.0
100.0,100.0
125.0,125.0
125.0,125.0
115.0,115.0
120.99,120.99000000000038
35.0,35.0
170.0,170.0
210.0,210.0
37.0,37.0
340.0,340.0
130.0,130.0
150.0,150.0
85.0,85.0
105.0,105.0
110.0,110.0
130.0,130.0
55.97,55.97
40.0,40.0
24.97,24.969999999999974
190.0,190.0
37.97,37.969999999999885
120.99,120.99000000000038
80.0,80.0
68.97,68.97000000000004
90.0,90.0
135.0,135.0
80.0,80.0
110.0,110.0
130.0,130.0
150.0,150.0
28.97,28.969999999999956
68.0,68.0
55.0,55.0
44.97,44.96999999999992
175.0,175.0
80.0,80.0
50.0,50.0
170.0,170.0
85.97,85.97000000000007
52.97,52.96999999999999
21.97,21.96999999999999
95.0,95.0
185.0,185.0
100.0,100.0
31.97,31.96999999999991
240.0,240.0
95.0,95.0
137.97,137.9199999999998
36.97,36.96999999999992
45.0,45.0
69.97,69.97000000000003
75.0,75.0
85.0,85.0
100.0,100.0
28.97,28.969999999999956
150.0,150.0
105.0,105.0
37.0,37.0
80.0,80.0
130.0,130.0
75.0,75.0
65.0,65.0
45.0,45.0
145.0,145.0
95.0,95.0
95.0,95.0
48.0,48.0
135.0,135.0
55.0,55.0
130.0,130.0
175.0,175.0
45.0,45.0
105.0,105.0
41.97,41.96999999999989
68.0,68.0
85.0,85.0
40.0,40.0
78.0,78.0
50.0,50.0
28.97,28.969999999999956
74.97,74.97000000000006
28.97,28.969999999999956
245.0,245.0
125.0,125.0
100.0,100.0
210.0,210.0
55.97,55.970000000000006
40.0,40.0
90.0,90.0
200.0,200.0
35.97,35.96999999999991
31.97,31.969999999999896
92.97,92.97
170.0,170.0
74.97,74.97000000000006
45.0,45.0
115.0,115.0
130.97,130.9699999999998
145.0,145.0
180.0,180.0
130.0,130.0
130.0,130.0
106.97,106.9700000000004
175.0,175.0
106.97,106.9700000000004
105.0,105.0
50.97,50.969999999999985
35.0,35.0
39.97,39.959999999999916
68.97,68.97000000000004
70.0,70.0
150.0,150.0
85.97,85.97000000000007
120.99,120.99000000000038
42.0,42.0
90.0,90.0
95.0,95.0
75.0,75.0
85.0,85.0
80.0,80.0
137.97,137.9601999999998
85.0,85.0
180.0,180.0
235.0,235.0
45.0,45.0
65.0,65.0
220.0,220.0
38.0,38.0
60.0,60.0
120.0,120.0
105.0,105.0
99.97,99.96999999999994
75.0,75.0
65.0,65.0
35.0,35.0
103.97,103.96999999999993
150.0,150.0
40.0,40.0
65.0,65.0
130.0,130.0
105.0,105.0
120.0,120.0
80.0,80.0
395.0,395.0
45.0,45.0
70.0,70.0
200.0,200.0
72.97,72.97000000000004
150.0,150.0
133.99,133.98999999999998
65.97,65.97000000000004
80.0,80.0
229.97,229.9700000000001
30.97,30.95999999999995
120.0,120.0
350.0,350.0
150.0,150.0
43.97,43.969999999999935
60.0,60.0
62.0,62.0
105.0,105.0
42.0,42.0
125.0,125.0
64.0,64.0
75.0,75.0
99.97,99.96999999999994
130.0,130.0
32.0,32.0
65.0,65.0
210.0,210.0
130.0,130.0
62.97,62.970000000000006
20.97,20.96000000000002
115.0,115.0
21.97,21.96999999999999
235.0,235.0
70.0,70.0
70.0,70.0
100.0,100.0
95.0,95.0
40.0,40.0
35.0,35.0
100.0,100.0
170.0,170.0
35.97,35.96999999999991
38.0,38.0
105.0,105.0
82.97,82.97000000000006
37.97,37.969999999999885
85.0,85.0
130.0,130.0
170.0,170.0
140.0,140.0
90.0,90.0
390.0,390.0
50.0,50.0
80.0,80.0
65.0,65.0
245.0,245.0
100.0,100.0
130.0,130.0
105.0,105.0
120.0,120.0
126.99,126.9899999999998
80.0,80.0
135.0,135.0
164.99,164.98999999999992
130.0,130.0
74.0,74.0
80.0,80.0
90.0,90.0
160.0,160.0
100.0,100.0
150.0,150.0
70.0,70.0
90.0,90.0
175.0,175.0
135.0,135.0
118.97,118.92999999999985
90.0,90.0
82.97,82.97000000000006
70.0,70.0
40.0,40.0
80.0,80.0
135.0,135.0
165.0,165.0
55.0,55.0
90.0,90.0
40.0,40.0
30.0,30.0
102.97,102.96999999999993
155.0,155.0
210.0,210.0
42.0,42.0
58.0,58.0
42.0,42.0
35.97,35.96999999999991
40.0,40.0
60.0,60.0
395.0,394.95
182.99,182.99000000000007
75.0,75.0
58.0,58.0
85.0,85.0
35.97,35.96999999999991
80.0,80.0
48.97,48.969999999999935
61.97,61.97000000000003
55.97,55.97
170.0,170.0
45.0,45.0
60.0,60.0
90.0,90.0
85.0,85.0
225.0,225.0
90.0,90.0
85.0,85.0
51.97,51.969999999999985
75.0,75.0
190.0,190.0
125.0,125.0
28.97,28.969999999999956
60.0,60.0
100.0,100.0
34.97,34.969999999999935
190.0,190.0
160.0,160.0
23.97,23.96999999999999
30.97,30.96999999999995
31.97,31.9699999999999
175.0,175.0
225.0,225.0
58.97,58.9700000000001
80.0,80.0
168.99,168.9899999999999
77.0,77.0
62.97,62.760000000000026
120.0,120.0
40.0,40.0
100.0,100.0
75.0,75.0
85.0,85.0
70.0,70.0
100.0,100.0
90.0,90.0
82.97,83.01000000000008
44.97,44.96999999999991
95.0,95.0
225.0,225.0
75.97,75.97000000000004
37.0,37.0
90.0,90.0
40.0,40.0
85.0,85.0
375.0,375.0
41.97,41.96999999999989
85.0,85.0
85.97,85.97000000000007
75.0,75.0
75.0,75.0
40.0,40.0
90.0,90.0
150.0,150.0
145.0,145.0
21.97,21.96999999999999
210.0,210.0
190.0,190.0
35.0,35.0
61.97,61.97000000000003
70.0,70.0
92.97,92.97
65.97,65.97000000000004
92.97,92.97
235.0,235.0
44.97,44.96999999999991
80.0,80.0
80.0,80.0
88.0,88.0
308.97,309.19040000000047
135.0,135.0
60.0,60.0
100.0,100.0
136.97,136.9699999999998
42.0,42.0
75.0,75.0
182.99,182.99000000000007
80.0,80.0
85.0,85.0
28.97,28.969999999999956
60.0,60.0
175.0,175.0
90.0,90.0
135.0,135.0
130.0,130.0
95.0,95.0
85.0,85.0
55.0,55.0
100.0,100.0
130.0,130.0
235.0,235.0
110.0,110.0
175.0,175.0
80.0,80.0
55.0,55.0
39.97,39.98999999999992
80.0,80.0
68.0,68.0
37.97,37.969999999999885
41.97,41.96999999999989
130.0,130.0
55.0,55.0
105.0,105.0
80.0,80.0
119.97,119.98999999999985
89.97,89.97000000000001
96.97,96.96999999999997
69.0,68.9594
115.0,115.0
80.0,80.0
85.97,85.97000000000007
85.0,85.0
175.0,175.0
38.0,38.0
180.0,180.0
100.0,100.0
115.0,115.0
95.0,95.0
32.97,32.96999999999994
62.97,62.97
170.0,170.0
182.99,182.99000000000007
25.97,25.969999999999963
85.0,85.0
100.0,100.0
65.0,65.0
55.0,55.0
35.0,35.0
43.97,43.94999999999994
68.0,68.0
90.0,90.0
164.99,164.98999999999992
55.97,55.97
59.0,59.0
185.0,185.0
225.0,225.0
170.0,170.0
51.97,51.969999999999985
45.0,45.0
40.0,40.0
180.0,180.0
200.0,200.0
37.0,37.0
140.0,140.0
25.97,25.969999999999963
35.0,35.0
32.0,32.0
55.0,55.0
80.0,80.0
200.0,200.0
165.0,165.0
40.0,40.0
185.0,185.0
108.0,108.0
220.0,220.0
85.0,85.0
74.97,74.97000000000006
48.0,48.0
130.0,130.0
140.0,140.0
70.0,70.0
90.0,90.0
40.0,40.0
58.97,58.97000000000002
133.99,133.98999999999998
145.0,145.0
120.0,120.0
84.97,84.97000000000006
37.0,37.0
68.0,68.0
165.0,165.0
180.0,180.0
30.0,30.0
110.0,110.0
140.0,140.0
175.0,175.0
175.0,175.0
120.99,120.99000000000038
95.0,95.0
40.0,40.0
108.0,108.0
105.0,105.0
130.0,130.0
37.97,37.969999999999885
200.0,200.0
130.0,130.0
100.0,100.0
55.0,55.0
24.97,24.969999999999967
100.0,100.0
80.0,80.0
75.97,75.97000000000004
42.0,42.0
130.0,130.0
125.0,125.0
165.0,165.0
45.0,45.0
130.0,130.0
130.0,130.0
75.97,75.97000000000004
95.0,95.0
26.0,26.0
165.0,165.0
175.0,175.0
210.0,210.0
145.0,145.0
45.0,45.0
140.0,140.0
24.0,24.0
220.0,220.0
190.0,190.0
21.97,21.969999999999995
85.0,85.0
185.0,185.0
180.0,180.0
105.0,105.0
35.0,35.0
45.0,45.0
190.0,190.0
80.0,80.0
128.0,128.0
35.0,35.0
133.99,133.98999999999998
184.97,184.6201999999999
135.0,135.0
55.0,55.0
75.97,75.97000000000007
50.0,50.0
190.0,190.0
164.99,164.98999999999992
55.0,55.0
56.97,56.970000000000006
120.0,120.0
150.0,150.0
135.0,135.0
133.99,133.98999999999998
123.97,123.96999999999984
330.0,330.0
85.0,85.0
210.0,210.0
40.0,40.0
90.0,90.0
235.0,235.0
85.0,85.0
105.0,105.0
125.0,125.0
375.0,375.0
85.0,85.0
165.0,165.0
65.0,65.0
80.0,80.0
80.0,80.0
100.0,100.0
65.0,65.0
80.0,80.0
155.0,155.0
135.0,135.0
65.0,65.0
42.97,42.96999999999993
90.0,90.0
85.0,85.0
128.0,128.0
100.0,100.0
200.0,200.0
80.0,80.0
135.0,135.0
45.0,45.0
120.0,120.0
38.97,39.01999999999992
105.0,105.0
175.0,175.0
210.0,210.0
50.0,50.0
58.97,58.9700000000001
61.97,61.97000000000003
110.0,110.0
171.99,171.9899999999999
68.0,68.0
60.0,60.0
147.99,147.9899999999999
40.0,40.0
80.0,80.0
130.97,130.9699999999998
170.0,170.0
45.0,45.0
100.0,100.0
170.0,170.0
95.0,95.0
25.0,25.0
70.0,70.0
160.0,160.0
42.0,42.0
135.0,135.0
67.97,67.97000000000004
42.0,42.0
44.97,44.96999999999992
42.0,42.0
145.0,145.0
85.97,85.97000000000006
350.0,350.0
130.0,130.0
80.0,80.0
128.0,128.0
45.0,45.0
190.0,190.0
75.0,75.0
70.0,70.0
225.0,225.0
45.0,45.0
95.0,95.0
53.0,53.0
75.0,75.0
64.97,64.97000000000004
130.0,130.0
120.0,120.0
100.0,100.0
64.0,64.0
130.0,130.0
210.0,210.0
56.0,56.0
210.0,210.0
200.0,200.0
106.97,106.9700000000004
35.0,35.0
90.0,90.0
80.0,80.0
75.0,75.0
80.0,80.0
235.0,235.0
48.97,48.959999999999944
70.0,70.0
140.0,140.0
135.0,135.0
115.0,115.0
95.0,95.0
69.97,69.97000000000003
75.0,75.0
115.0,115.0
100.0,100.0
235.0,235.0
100.0,100.0
80.0,80.0
75.0,75.0
44.0,44.0
145.0,145.0
130.0,130.0
60.0,60.0
120.99,120.99000000000038
130.0,130.0
165.0,165.0
30.97,30.96999999999995
175.0,175.0
70.0,70.0
115.0,115.0
155.0,155.0
42.0,42.0
130.0,130.0
76.0,76.0
75.0,75.0
85.0,85.0
180.0,180.0
35.97,35.96999999999991
37.97,37.969999999999885
65.0,65.0
55.0,55.0
140.0,140.0
100.0,100.0
110.0,110.0
100.0,100.0
120.0,120.0
65.0,65.0
170.0,170.0
95.0,95.0
55.97,55.970000000000006
68.0,68.0
175.0,175.0
185.0,185.0
210.0,210.0
60.0,60.0
90.0,90.0
80.0,80.0
235.0,235.0
130.0,130.0
310.0,310.0
44.97,44.96999999999991
130.0,130.0
110.0,110.0
245.0,245.0
103.97,103.96999999999993
95.0,95.0
235.0,235.0
68.0,68.0
147.99,147.9899999999999
80.0,80.0
295.0,295.0
37.97,37.96999999999989
75.0,75.0
120.0,120.0
75.0,75.0
180.0,180.0
45.0,45.0
170.0,170.0
20.97,20.970000000000017
58.97,58.9700000000001
55.0,55.0
130.0,130.0
145.0,145.0
145.0,145.0
40.0,40.0
51.97,51.969999999999985
17.97,17.970000000000024
95.0,95.0
175.0,175.0
68.0,68.0
180.0,180.0
45.0,45.0
35.0,35.0
58.97,58.9700000000001
105.0,105.0
67.97,67.97000000000004
64.0,64.0
115.0,115.0
130.0,130.0
260.0,260.0
20.97,20.96000000000002
120.99,120.99000000000038
45.0,45.0
40.0,40.0
42.0,42.0
130.0,130.0
75.0,75.0
95.0,95.0
75.0,75.0
66.97,67.06060000000004
75.0,75.0
76.97,76.97000000000007
145.0,145.0
130.0,130.0
85.0,85.0
64.0,64.0
120.0,120.0
90.0,90.0
65.97,65.97000000000001
120.0,120.0
135.0,135.0
108.97,108.96999999999991
55.0,55.0
55.97,55.97
190.0,190.0
32.0,32.0
68.0,68.0
165.0,165.0
45.0,45.0
82.0,82.0
35.0,35.0
210.0,210.0
120.0,120.0
245.0,245.0
85.97,85.97000000000007
51.97,51.97999999999998
35.0,35.0
42.97,42.96999999999993
165.0,165.0
70.0,70.0
160.0,160.0
480.0,480.9
90.0,90.0
190.0,190.0
270.0,270.0
80.0,80.0
80.0,80.0
90.0,90.0
375.0,375.0
80.0,80.0
120.0,120.0
75.97,75.97000000000004
75.0,75.0
105.0,105.0
80.97,80.97000000000008
135.0,135.0
